13409.01,AG-I-a-A-13381
19221.01,AG-I-s-B-13382
19258.01,AG-I-s-A-13383
19258.02,AG-II-m-B-13810
19347.01,AG-I-s-B-13384
19203.01,AG-I-s-A-13386
16935.01,AG-I-s-A-13387
17600.01,AG-I-s-B-13388
17600.02,AG-I-s-B-13389
55419.01,CJ-I-s-A-07072
50148.01,BZ-I-s-A-02212
48511.01,BZ-I-s-B-02216
44827.01,BZ-I-s-B-02189
44827.02,BZ-I-s-B-02191
44827.03,BZ-I-s-B-02190
49563.01,BZ-I-s-B-02192
46037.01,
46046.01,BZ-I-s-B-02198
45637.01,BZ-I-s-B-02196
44943.02,BZ-I-s-B-02194
48575.01,BZ-I-s-B-02197
46581.01,BZ-I-s-B-02199
46581.02,BZ-I-s-B-02200
45833.01,BZ-I-s-B-02201
100530.02,GR-I-s-A-14757
103390.01,GR-I-s-B-14808
100816.02,
70931.02,
71901.03,DJ-I-s-B-07885
71849.01,DJ-I-s-B-07886
65878.01,DB-I-s-B-17060
69535.01,DB-I-s-A-17160
64880.02,CV-II-m-A-13297
63508.01,CV-I-s-A-13076
63410.03,CV-II-m-A-13192
63535.01,CV-I-s-A-13058
64381.01,
60954.01,CT-I-s-A-02577
60428.01,
60810.02,CT-I-s-A-02677
60810.01,CT-I-s-A-02676
62039.01,CT-I-s-A-02681
60696.01,CT-I-s-A-02723
60516.02,CT-I-s-B-02732
62495.01,CT-I-s-B-02717
62547.01,CT-I-s-A-02719
62547.02,CT-I-s-A-02720
62510.02,CT-I-m-B-02743.03
56675.02,CJ-I-s-B-06996
57911.01,CJ-I-s-A-07068
58151.01,
55482.05,
55605.01,
55605.02,CJ-I-s-B-06397
55605.03,
55605.05,CJ-I-s-B-96398
55605.07,
55605.08,
55605.09,
55605.10,
55605.11,
55605.12,
55605.13,
55605.14,
55605.15,
55605.16,
46037.02,BZ-I-s-B-02193
46812.01,BZ-I-s-B-02231
51886.03,CS-I-s-B-10812
136535.01,SM-I-s-B-05173
138066.01,SM-I-s-B-05182
160626.01,TL-I-s-B-05806
160733.12,TL-I-s-A-05833
1160.02,AB-I-s-B-00006
55482.01,
55482.02,CJ-I-s-B-06935
55482.03,CJ-I-s-B-06936
55482.04,
48496.04,BZ-I-s-A-02263
100843.02,IF-I-s-B-15138
100978.02,IF-I-s-B-15142
177637.02,VN-I-s-B-06362
175965.02,VN-I-s-A-06364
175965.03,VN-I-s-A-06365
175965.04,VN-I-s-A-06366
175965.05,VN-I-s-A-06367
177682.01,VN-I-s-A-06368
177389.01,VN-I-s-B-06370
177389.02,VN-I-s-B-06371
175974.01,VN-I-s-B-06372
175947.01,VN-I-s-B-06373
178714.01,VN-I-s-B-06374
178714.02,VN-I-s-B-06375
176169.01,VN-I-s-B-06376
176310.01,VN-I-s-B-06377
179132.11,B-I-s-B-17868
179132.12,B-I-s-B-17869
179132.13,B-I-s-B-17870
179132.16,B-I-s-B-17873
98694.01,IS-I-s-B-03644
36612.01,BT-I-s-A-01766
38991.03,BT-I-s-B-01835
96101.02,IS-I-s-B-03647
98970.03,Is-I-s-B-03546
95774.01,IS-I-s-B-03648
98569.01,IS-I-s-B-03649
98783.02,IS-I-s-B-03651
95916.01,IS-I-s-B-03652
98890.02,IS-I-s-B-03653
10319.01,AR-I-s-A-00427
62510.05,CT-I-s-B-02743
62887.01,CT-I-s-B-02744
62887.02,CT-I-s-B-02745
62912.04,CT-I-s-B-02746
62912.02,CT-I-s-B-02747
62930.01,CT-I-s-B-02748
62930.02,CT-I-s-A-02749
62244.01,CT-I-s-B-02750
62244.02,CT-I-s-A-02751
62271.01,CT-I-m-B-02752
62869.01,CT-I-s-B-02753
62869.02,CT-I-m-B-02754
61666.01,CT-I-s-B-02755
61666.02,CT-I-s-B-20169
61443.01,CT-I-s-B-02757
60543.01,CT-I-s-B-02760
60543.02,CT-I-m-B-02761
60543.03,CT-I-m-B-02762
61862.01,CT-I-s-B-02763
62994.02,CT-I-s-B-02759
63054.01,CT-I-s-B-02764
62896.01,CT-I-s-B-02765
62896.02,CT-I-s-B-02766
62896.03,CT-I-s-B-02767
62896.04,CT-I-s-A-02768
60730.01,CT-I-s-B-02769
60730.02,CT-I-s-B-02770
60730.03,CT-I-s-B-02771
60730.04,CT-I-s-B-02772
61540.01,CT-I-s-B-02773
61540.02,CT-I-s-B-02774
61540.03,CT-I-s-B-02775
61540.04,CT-I-s-B-02776
61540.05,CT-I-s-B-02777
61540.06,CT-I-s-B-02778
60678.01,CT-I-s-B-02779
60990.01,CT-I-s-A-02780
60936.01,CT-I-s-B-02781
60605.01,CT-I-s-B-02564
60605.02,CT-I-m-B-02565
60605.03,CT-I-s-B-02566
60669.01,CT-I-s-B-02562
60669.02,CT-I-s-A-02563
60669.03,
9271.02,AR-I-s-B-00424
9271.03,AR-I-s-B-00425
9271.04,AR-I-s-B-00426
9468.01,AR-I-s-B-00430
9413.01,AR-I-s-B-00431
10462.01,AR-I-s-B-00433
10523.01,AR-I-s-B-00434
10523.02,AR-I-s-A-00435
12162.01,AR-I-s-B-00436
10836.01,AR-I-s-A-00437
9315.01,AR-I-s-B-00438
9315.02,AR-I-s-A-00439
11067.01,AR-I-s-B-00440
60428.16,CT-I-m-A-02555.01
60428.17,CT-I-s-A-02556
60428.18,CT-I-s-A-02557.08
136722.01,SM-II-m-A-05253
94152.01,CL-I-s-B-14551
94321.01,
104216.01,
51519.01,CS-I-s-A-10785
52197.01,
51029.10,
51813.01,
51029.09,
31529.02,
30461.01,
28255.01,BH-I-s-B-00954
26573.04,BH-I-m-B-00944.01
29984.01,BH-I-s-B-01011
23662.01,BC-I-s-A-00711
24640.01,AB-I-s-A-00738
14566.02,
13506.02,AG-I-s-A-13357
13506.03,AG-II-a-A-13547
11566.01,AR-I-s-A-00432
1222.04,AB-I-s-B-00008
1026.09,AB-I-s-A-00002
1026.02,AB-I-s-A-00002
1062.01,
1026.04,AB-I-s-A-00002
5595.01,AB-I-s-B-00010
87647.02,
90887.01,HD-II-a-A-03428
89525.01,HD-II-m-A-03434
175313.01,VN-I-s-B-06378
176481.01,VN-I-s-B-06379
178028.01,VN-I-s-B-06381
177815.01,VN-I-s-B-06382
177815.02,VN-I-s-B-06383
124475.01,NT-I-s-B-10505
179132.35,B-I-s-B-17894
179132.36,B-I-s-B-17895
179132.37,B-I-s-A-17896
179132.38,B-I-s-B-17897
48245.01,BZ-I-s-B-02202
45110.01,BZ-I-s-B-02203
45398.01,BZ-I-s-B-02204
45398.02,BZ-I-s-B-02205
46340.01,BZ-I-s-B-02207
47328.01,BZ-I-s-B-02209
47328.02,BZ-I-s-B-02210
46028.01,BZ-I-s-B-02213
47792.01,BZ-I-s-B-02214
50139.01,BZ-I-s-A-02211
49929.01,BZ-I-s-B-02215
23305.01,BC-I-s-B-00702
48511.02,BZ-I-s-B-02217
46448.01,BZ-I-s-B-02218
46493.01,BZ-I-s-B-02219
46493.02,BZ-I-s-B-02220
50497.01,
58151.03,CJ-I-s-B-07080
56997.03,CJ-I-s-A-07006
55909.07,CJ-I-m-A-07196
54984.10,CJ-I-s-B-06924
53942.01,CS-I-s-A-10829
51494.03,CS-I-s-B-10850
50807.01,CS-I-a-A-10770
42959.01,BR-I-s-B-02056
54519.02,CS-I-s-A-10893
43288.01,BR-I-s-B-02054
53540.01,CS-I-s-A-10821
53014.01,CS-I-s-B-10839
51038.02,CS-I-s-A-10805
96744.01,IS-I-s-B-03540
98943.01,IS-I-s-B-03541
98943.02,IS-I-s-B-03542
98569.02,IS-I-m-B-03650
98514.03,IS-I-m-B-03642
99897.04,Is-I-m-B-03551
100077.01,Is-I-s-B-03664
146272.04,SV-I-s-A-05392
146879.01,SV-I-s-A-05393
146879.02,SV-I-s-A-05394
146913.01,SV-I-s-B-05395
146940.02,SV-I-s-A-05396
148934.01,SV-I-s-A-05397
147081.01,SV-I-s-B-05398
38385.02,BT-I-s-A-01812
147170.01,SV-I-s-B-05400
147170.02,SV-I-s-B-05401
148408.01,SV-I-s-B-05402
148024.01,SV-I-s-B-05403
151148.01,SV-I-s-B-05404
9404.01,AR-I-s-B-00467
9912.01,AR-I-s-A-00428
148104.01,SV-I-s-B-05409
148104.02,SV-I-s-A-05410
148364.01,SV-I-s-A-05411
148391.01,SV-I-s-B-05412
150828.01,SV-I-s-B-05413
147107.01,SV-I-s-A-05414
146593.01,SV-I-s-B-05415
9271.01,AR-I-s-B-00423
124171.02,NT-I-s-A-10502
123237.01,NT-I-s-B-10518
122310.01,NT-I-s-B-10519
123503.01,NT-I-s-B-10520
122935.01,NT-I-s-A-10522
121974.01,NT-I-s-B-10523
123433.01,NT-I-s-B-10526
123433.02,NT-I-s-B-10525
123488.01,NT-I-s-B-10527
42691.06,
43420.01,BR-I-s-B-02055
44006.01,
40376.02,BV-I-s-A-11284
42389.01,BV-II-m-A-11847
39177.01,BT-I-s-B-01838
3770.01,AB-II-a-A-00198
1115.02,
1106.01,AB-I-s-B-00035
1106.05,
1106.03,
1106.02,
3832.01,
1053.01,
7160.01,
6770.02,
6770.03,AB-I-s-A-00065
6770.04,
32492.01,
33701.01,
34529.01,BN-I-s-A-01407
27089.01,BH-II-m-B-01091
31039.01,
26573.03,
26573.01,BH-II-a-A-01052.01
31271.01,
31529.01,
153678.01,TR-II-a-A-14338
146842.01,
175251.01,VN-I-s-B-06394
177593.01,VN-I-s-A-06395
177593.02,VN-I-s-A-06396
177593.03,VN-I-s-A-06397
178698.02,VN-I-s-B-06399
62805.01,CT-I-m-B-02736
62994.01,CT-I-s-B-02758
167482.01,VL-I-s-B-09506
167482.02,VL-I-s-B-09507
167482.03,
167482.05,
168318.01,VL-I-s-B-09510
171343.01,VL-I-s-B-09511
62048.01,CT-I-s-B-02712
168461.06,VL-I-s-B-09513
168693.01,VL-I-s-B-09515
60892.02,CT-I-m-B- 02567.05
171352.01,VL-I-s-B-09514
63063.01,CT-I-s-A-02600.01
171334.01,VL-I-s-B-09519
40205.01,BV-I-s-A-11256
40205.02,BV-I-s-B-11257
40205.03,BV-I-s-B-11258
40205.04,BV-I-s-B-11259
41569.01,BV-I-s-A-11260
40615.01,BV-I-s-B-11261
41364.01,BV-I-s-A-11262
40571.01,BV-I-s-B-11263
146664.02,SV-I-s-A-05435
144937.06,
139713.19,
142159.01,SJ-I-s-A-04909
6770.01,AB-I-s-A-00065
8835.01,
1124.02,
1124.01,
178705.02,
40866.01,BV-I-s-B-11268
40919.01,BV-I-s-B-11270
40919.02,BV-I-s-B-11269
40722.01,BV-I-s-B-11272
41202.01,BV-I-s-B-11274
41202.02,BV-I-s-B-11275
41505.01,BV-I-s-A-11276
41836.01,BV-I-s-B-11278
41097.01,BV-I-s-B-11279
41186.01,BV-I-s-A-11280
41293.01,BV-I-s-B-11281
40376.01,BV-I-s-A-11283
40740.01,BV-I-s-B-11285
40982.01,BV-I-s-B-11286
40982.02,BV-I-s-B-11287
40982.03,BV-I-s-B-11288
40401.01,BV-I-s-B-11289
41863.01,BV-I-s-B-11290
42067.01,BV-I-s-A-11291
42085.01,BV-I-s-B-11292
42165.01,BV-I-s-A-11293
128114.03,OT-I-s-B-08525
125631.04,OT-I-s-B-08504
171815.01,
170202.01,VL-I-s-B-09557
168899.01,VL-I-s-B-09558
171888.01,VL-I-s-B-09559
168416.01,VL-I-s-B-09560
170890.01,VL-I-s-B-09561
167678.01,VL-I-s-B-09563
168728.01,VL-I-s-B-09565
168728.02,VL-I-s-A-09566
167552.01,VL-I-s-B-09568
169173.01,VL-I-s-B-09569
172590.01,VL-I-s-B-09570
168292.01,VL-I-s-B-09571
168871.01,VL-I-s-B-09572
172901.01,VL-I-s-B-09573
171370.01,VL-I-s-B-09576
169397.01,VL-I-s-B-09574
171012.01,VL-I-s-B-09577
173249.01,VL-I-s-B-09579
167561.02,VL-I-s-B-09581
171441.01,VL-I-s-B-09582
173695.01,VL-I-s-B-09583
171183.01,VL-I-s-B-09578
170079.01,VL-I-s-B-09584
169011.01,VL-I-s-B-09585
172260.01,VL-I-s-A-09587
169020.01,VL-I-s-B-09588
169164.01,VL-I-s-B-09567
168443.01,VL-I-s-B-09590
174094.01,VL-I-s-B-09591
168443.02,VL-I-s-B-09592
167874.01,VL-I-s-B-09589
169299.02,VL-I-s-B-09594
174165.01,VL-I-s-B-09595
174469.01,VL-I-s-B-09593
141438.03,
142131.01,SJ-I-s-B-04920
139713.01,
142293.01,SJ-I-s-B-04932
140654.01,
139893.01,SJ-I-s-A-04967
141321.01,
142836.01,
87905.01,
136722.03,
136535.02,SM-I-s-B-05172
137238.02,
137238.01,
137309.01,SM-I-s-B-05176
138958.01,
137773.01,
137979.01,
137979.03,
138583.01,SM-I-s-B-05191
138217.01,
133438.01,PH-I-s-A-16179
133928.01,PH-I-s-B-16189
125551.01,OT-I-s-A-08492
123987.01,
125034.01,NT-I-s-B-10515
120879.02,
124215.01,NT-I-s-B-10537
124108.01,NT-I-s-B-10535
117836.03,
114364.02,MS-I-s-B-15368
113475.02,MH-I-s-B-10095
111792.02,
106434.01,MM-I-s-B-04391
106434.03,MM-I-s-B-04392
97857.01,
98710.01,
95480.01,
97492.01,IS-I-s-B-03621
98382.01,
99931.01,IS-Is-B-03678
92998.01,IL-I-s-A-14029
94508.03,
94802.01,IL-I-s-B-14071
94410.01,
93030.01,IL-I-s-B-14031
88298.02,
89357.01,HD-II-m-A03307
86696.03,
61309.01,CT-I-m-A-02557.05
60874.01,CT-I-m-A-02557.04
60865.02,CT-I-m-A-02557.03
62725.01,CT-I-m-A-02557.02
62814.01,CT-I-s-A-02557.01
60428.19,CT-I-s-A-02558.05
63134.05,CT-I-m-A-02558.04
62468.02,CT-I-m-A-02558.03
60856.01,CT-I-m-A-02559.03
179132.17,B-I-s-B-17874
179132.18,B-I-s-B-17875
179132.19,B-I-s-B-17876
179132.20,B-I-s-B-17877
179132.21,B-I-s-B-17878
179132.22,B-I-s-B-17879
179132.23,B-I-s-B-17880
179132.24,B-I-s-B-17881
179132.25,B-I-s-B-17882
179132.26,B-I-s-B-17883
179132.28,B-I-s-B-17885
179132.29,B-I-s-A-17886
179132.30,B-I-s-A-17887
179132.31,B-I-s-B-17888
179132.32,B-I-s-B-17890
179132.33,B-I-s-B-17892
179132.34,B-I-s-B-17893
35740.06,BT-I-s-B-01751
149012.01,SV-I-s-B-05419
149236.01,SV-I-s-B-05420
148710.01,SV-I-s-B-05421
151200.01,SV-I-s-B-05422
146986.01,SV-I-s-B-05424
146334.01,SV-I-s-B-05425
150551.01,SV-I-s-A-05427
36248.01,BT-I-s-B-01778
147492.01,SV-I-s-B-05429
149977.01,SV-I-s-B-05430
149977.02,SV-I-s-B-05431
161160.01,TL-I-s-B-05876
53522.01,CS-I-s-A-10866
42691.02,BR-I-s-B-02051
43643.01,BR-I-s-B-02052
43251.01,BR-I-s-B-02053
43055.01,BR-I-s-B-02058
44159.01,BR-I-s-B-02059
51966.12,CS-I-s-B-10846
53942.06,CS-I-s-B-10834
51494.02,CS-I-m-B-10849
42691.01,BR-I-s-B-02050
52142.01,CS-I-s-B-10819
52641.02,CS-I-s-B-10880
48708.01,BZ-I-s-B-02222
48539.01,BZ-I-s-B-02261
48520.01,BZ-I-m-B-02223
47480.01,BZ-I-s-B-02225
44890.01,BZ-I-s-B-02226
44890.02,
47890.01,BZ-I-s-B-02270
47444.02,BZ-I-s-B-02228
44943.01,BZ-I-s-B-02195
50451.03,BZ-I-s-B-02297
46812.02,BZ-I-s-B-02232
49992.01,BZ-I-s-B-02234
50512.01,BZ-I-s-B-02235
49180.01,BZ-I-s-B-02236
47514.06,BZ-I-s-B-02237
50530.01,BZ-I-s-B-02307
50521.01,BZ-I-s-B-02238
47168.01,BZ-I-s-B-02239
47168.02,BZ-I-s-B-02240
47809.01,BZ-I-s-B-02241
47523.01,BZ-I-s-B-02242
47523.02,BZ-I-s-B-02243
48389.01,BZ-I-s-B-02244
49867.01,BZ-I-s-B-02245
49867.02,BZ-I-s-B-02246
47462.01,BZ-I-s-B-02247
47970.01,BZ-I-s-B-02248
49590.01,BZ-I-s-B-02249
47925.01,BZ-I-s-B-02252
49590.02,BZ-I-s-B-02250
47532.06,BZ-I-s-B-02253
50175.02,BZ-I-s-B-02254
47541.01,BZ-I-s-B-02256
50040.01,BZ-I-s-B-02257
48959.01,BZ-I-s-B-02259
48539.06,BZ-I-s-B-02262
48496.05,BZ-I-s-B-02264
48496.06,BZ-I-s-B-02265
45628.01,BZ-I-s-B-02206
45584.01,BZ-I-s-B-02266
48566.01,BZ-I-s-B-02258
50175.01,BZ-I-s-B-02255
48780.01,BZ-I-s-B-02267
48780.02,BZ-I-s-B-02268
48815.04,BZ-I-s-B-02269
47890.03,BZ-I-s-B-02271
46411.01,BZ-I-s-B-02272
46411.02,BZ-I-s-B-02273
50059.01,BZ-I-s-B-02274
50059.02,BZ-I-s-B-02275
49162.01,BZ-I-s-B-02276
46858.01,BZ-I-s-B-02277
49215.01,BZ-I-s-B-02278
47550.01,BZ-I-s-A-02279
47550.02,BZ-I-s-B-02280
50184.01,BZ-I-s-B-02281
50184.02,BZ-I-s-B-02282
50200.01,BZ-I-s-B-02283
45469.01,BZ-I-s-B-02284
48432.01,BZ-I-s-B-02286
49554.01,BZ-I-s-B-02287
49634.01,BZ-I-s-B-02288
46821.01,BZ-I-s-B-02289
47827.01,BZ-I-s-B-02251
49000.01,BZ-I-s-B-02290
49000.02,BZ-I-s-B-02291
48646.01,BZ-I-s-B-02293
49607.01,BZ-I-s-B-02294
49901.03,BZ-I-s-B-02295
50380.01,BZ-I-s-B-02296
50451.01,BZ-I-s-B-02298
50451.02,BZ-I-s-B-02299
45762.01,BZ-I-s-B-02208
48478.01,BZ-I-s-B02303
48478.03,BZ-I-s-B-02304
47569.01,BZ-I-s-B-02301
50031.03,BZ-I-s-B-02302
46992.01,BZ-I-s-B-02305
50424.01,BZ-I-s-B-02230
50488.01,BZ-I-s-B-02306
50219.01,BZ-I-s-B-02308
50219.03,
50219.04,BZ-I-s-B-02310
50219.05,BZ-I-s-B-02311
49368.01,BZ-I-s-B-02224
49322.01,BZ-I-s-B-02285
48959.02,BZ-I-s-B-02260
45931.01,BZ-I-s-B-02292
55847.04,CJ-I-s-B-06951
55847.01,CJ-I-s-A-06949
58339.01,
58801.03,CJ-I-s-A-07133
59666.01,CJ-I-s-B-07186
59773.01,CJ-I-s-A-07212
55017.04,CJ-I-s-A-07031
55268.01,"CJ-I-s-A-07208, CJ-I-s-A-07209"
55696.03,CJ-I-s-A-06945
151807.01,TR-I-s-B-14182
151807.02,TR-I-s-B-14183
154086.01,TR-I-s-B-14184
154870.01,TR-I-s-B-14185
152378.01,
152001.01,TR-I-s-B-14186
152378.02,TR-I-s-B-14187
153954.01,TR-I-s-B-14188
154031.01,TR-I-s-B-14189
154898.01,TR-I-s-B-14200
152010.01,TR-I-s-B-14190
152369.01,TR-I-s-B-14191
153357.01,TR-I-s-B-14193
152537.01,TR-I-s-B-14194
152243.01,
154889.01,
152779.01,TR-I-s-B-14197
152779.02,
152822.01,TR-I-s-B-14198
154898.02,
154488.01,TR-I-s-B-14201
154488.02,TR-I-s-B-14202
153008.01,TR-I-s-A-14203
154950.01,TR-I-s-B-14204
154442.01,TR-I-s-B-14205
151745.01,TR-I-s-B-14206
151745.02,TR-I-s-B-14207
152396.01,TR-I-s-B-14208
153133.01,TR-I-s-B-14209
153259.01,TR-I-s-B-14210
152877.01,TR-I-s-B-14199
152788.01,
152369.02,TR-I-s-B-14192
153222.01,TR-I-s-B-14211
152831.01,TR-I-s-B-14212
153534.01,TR-I-s-A-14213
153598.01,TR-I-s-B-14214
153598.02,TR-I-s-B-14215
153179.01,TR-I-s-B-14216
161954.02,VS-I-s-B-06656
162942.02,VS-I-s-B-06658
162158.01,VS-I-s-A-06659
162158.02,VS-I-s-B-06660
161801.01,VS-I-s-B-20218
163805.01,VS-I-s-B-06661
163805.02,VS-I-s-B-06662
163217.02,VS-I-s-B-06665
163262.01,VS-I-s-B-06666
166725.01,VS-I-s-B-06667
166440.01,VS-I-s-B-06668
163743.02,VS-I-s-B-06670
166155.01,"VS-I-s-A-06671, VS-I-s-B-20219"
162201.01,VS-I-s-B-06672
163921.01,VS-I-s-B-06674
164071.01,VS-I-s-B-06673
165853.01,VS-I-s-B-06675
163823.01,VS-I-s-B-06676
161838.01,VS-I-s-B-06677
162103.01,VS-I-s-B-06678
164400.01,VS-I-s-B-06679
164838.01,VS-I-s-B-06680
164838.02,VS-I-s-B-06681
164990.01,VS-I-s-B-06682
165283.01,VS-I-s-B-06683
165327.01,VS-I-s-B-06684
165345.01,VS-I-s-A-06685
165773.01,VS-I-s-B-06686
163663.01,VS-I-s-B-06687
162363.01,VS-I-s-B-20216
165103.01,VS-I-s-B-06690
120735.01,NT-I-s-A-10479
49000.03,
98694.02,IS-I-s-B-03645
96101.01,IS-I-s-B-03646
95916.03,IS-I-s-B-03654
96708.01,IS-I-s-B-03655
99995.01,IS-I-s-B-03671
122409.01,NT-I-s-B-10499
122472.01,NT-I-s-B-10500
124466.01,NT-I-s-B-10501
122677.02,NT-I-s-B-10504
121554.01,NT-I-s-B-10503
123683.01,NT-I-s-B-10528
122329.01,NT-I-s-B-10529
122329.02,NT-I-s-B-10530
123923.01,NT-I-s-B-10531
121448.01,NT-I-s-B-10532
123077.01,NT-I-s-B-10533
120879.01,NT-I-s-A-10534
124215.02,NT-I-s-B-10536
124215.03,NT-I-s-B-10538
124144.01,NT-I-s-B-10539
120735.02,NT-I-s-A-10480
120735.03,NT-I-s-A-10481
121162.01,NT-I-s-B-10482
121304.01,NT-I-s-B-10484
121475.01,NT-I-s-B-10483
121625.01,NT-I-s-B-10485
121885.01,NT-I-s-B-10487
121885.02,NT-I-s-B-10488
120799.01,NT-I-s-B-10489
124288.01,NT-I-s-B-10490
122070.01,NT-I-s-B-10492
121634.01,NT-I-s-B-10493
42138.01,BV-I-s-A-11277
41710.01,BV-I-s-A-11282
161507.18,TL-I-m-A-05733.08
161507.13,TL-I-m-A-05733.03
161507.17,TL-I-m-A-05733.07
161507.16,TL-I-m-A-05733.06
161507.11,TL-I-m-A-05733.01
161507.12,TL-I-m-A-05733.02
161507.14,TL-I-m-A-05733.04
161507.15,TL-I-m-A-05733.05
161507.19,TL-I-m-A-05733.09
109782.04,MM-I-A-10046
113616.03,MH-I-s-B-10100
179132.01,B-I-s-B-17858
179132.02,B-I-s-B-17859
179132.03,B-I-s-B-17860
179132.04,B-I-s-B-17861
179132.60,B-I-s-A-17862
179132.06,B-I-s-B-17863
179132.07,B-I-s-B-17864
179132.08,B-I-s-B-17865
179132.58,B-I-s-B-17866
179132.10,B-I-s-B-17867
63134.01,CT-I-m-A-02557.06
48496.08,BZ-I-s-B-02265
47532.04,BZ-I-s-B-02253
48496.12,BZ-I-s-B-02265
48496.13,BZ-I-s-B-02265
48815.03,BZ-I-s-B-02269
48815.01,BZ-I-s-B-02269
48815.02,BZ-I-s-B-02269
49162.02,BZ-I-s-B-02276
49162.03,BZ-I-s-B-02276
49162.04,BZ-I-s-B-02276
49162.05,BZ-I-s-B-02276
49162.06,BZ-I-s-B-02276
51350.01,CS-I-s-B-10796
51029.07,CS-I-s-B-10807
124643.01,NT-I-s-B-10540
123451.01,NT-I-s-B-10541
122016.01,NT-I-s-B-10542
122016.02,NT-I-s-B-10543
125089.01,NT-I-s-B-10544
125089.02,NT-I-s-B-10545
121590.01,NT-I-s-B-10547
121590.02,NT-I-s-B-10548
95079.02,IS-I-s-B-03509
95079.03,IS-I-s-B-03511
95079.17,IS-I-s-B-03510
95079.05,IS-I-s-B-03505
95079.06,IS-I-s-B-03506
95079.07,IS-I-s-A-03512
95079.08,IS-I-s-B-03507
95079.09,IS-I-s-B-03508
96076.01,IS-I-s-B-03513
95621.01,IS-I-s-B-03514
95621.02,IS-I-s-B-03515
95676.01,IS-I-s-B-03516
95756.01,IS-Is-A-03517
98756.01,IS-I-s-A-03518
95505.01,IS-I-s-B-03519
96682.01,IS-I-s-B-03520
96682.02,IS-I-s-A-03521
96682.03,IS-I-s-B-03522
96682.04,IS-I-s-A-03523
96682.05,IS-I-s-B-03524
96682.06,IS-I-s-B-03525
96682.07,IS-I-s-B-03526
95809.01,IS-I-s-B-03527
95809.02,IS-I-s-B-03528
95809.03,IS-I-s-B-03529
96691.01,IS-I-s-B-03530
168461.01,Is-I-s-B-03535
168461.02,Is-I-m-B-03536
97580.01,IS-I-s-B-03531
97580.02,IS-I-s-B-03532
97027.01,
